mirbase_id	log2FoldChange	pvalue	padj	ensembl_gene_id_version	chromosome_name	start_position	end_position	strand
hsa-mir-137	2.18540807110491	0.000938147585922309	0.00496299754370788	ENSG00000284202.1	1	98046070	98046171	-
hsa-mir-141	1.11664431173521	2.68440773938549e-28	1.19456144402654e-26	ENSG00000207708.1	12	6964097	6964191	+
hsa-mir-143	-1.26975746607346	3.64282332305541e-25	1.19817210603975e-23	ENSG00000284182.1	5	149428918	149429023	+
hsa-mir-146b	1.10167408830344	1.29540971777807e-23	3.76914404422735e-22	ENSG00000202569.4	10	102436512	102436584	+
hsa-mir-148a	1.36489866419782	4.0765141665967e-40	4.74443533389293e-38	ENSG00000199085.3	7	25949919	25949986	-
hsa-mir-153-1	1.78672788320205	8.70532412586465e-21	2.12437990361826e-19	ENSG00000207647.1	2	219294111	219294200	-
hsa-mir-153-2	2.35237579200093	2.13142987719527e-42	3.58317044910715e-40	ENSG00000207960.1	7	157574336	157574422	-
hsa-mir-182	1.83191507182509	5.18027446663679e-42	7.83775526802147e-40	ENSG00000207990.3	7	129770383	129770492	-
hsa-mir-183	1.5372283719282	5.8842609154007e-44	1.11286084562516e-41	ENSG00000207691.1	7	129774905	129775014	-
hsa-mir-184	-2.61127966304532	3.8954786888421e-18	8.54182500901174e-17	ENSG00000207695.1	15	79209788	79209871	+
hsa-mir-187	-2.44620315415334	1.45118607210682e-23	4.14272552282569e-22	ENSG00000207797.1	18	35904818	35904926	-
hsa-mir-19a	1.02334403909204	4.1298352171983e-16	7.71412430076671e-15	ENSG00000284204.1	13	91350891	91350972	+
hsa-mir-19b-1	1.2282666127688	5.66839391573625e-31	2.85875999816965e-29	ENSG00000284375.1	13	91351192	91351278	+
hsa-mir-19b-2	1.26746736689802	8.32335082357494e-32	4.3424930331272e-30	ENSG00000284107.1	X	134169671	134169766	-
hsa-mir-200c	1.54391466371314	2.48473464093724e-48	9.39850877934513e-46	ENSG00000207713.3	12	6963699	6963766	+
hsa-mir-203b	-1.52567574715297	1.0879374946014e-11	1.5101370911302e-10	ENSG00000283165.1	14	104117418	104117503	-
hsa-mir-204	-1.94943954697471	7.79657063200972e-42	1.07238285147552e-39	ENSG00000207935.3	9	70809975	70810084	-
hsa-mir-20a	1.61097071090994	9.03421601575405e-46	2.27812813863931e-43	ENSG00000283762.1	13	91351065	91351135	+
hsa-mir-20b	1.25206493230456	9.22942710995929e-18	1.91289359142033e-16	ENSG00000284043.1	X	134169809	134169877	-
hsa-mir-210	1.24866188469265	7.5962818830357e-09	7.66211632602201e-08	ENSG00000199038.1	11	568089	568198	-
hsa-mir-2115	1.89879635442969	1.27149932575292e-05	8.43762491168494e-05	ENSG00000252466.1	3	48316360	48316459	-
hsa-mir-221	-1.52875093548071	4.16624576867865e-38	3.93970615500675e-36	ENSG00000207870.1	X	45746157	45746266	-
hsa-mir-222	-1.20840814205101	3.68017930683742e-28	1.59088894035572e-26	ENSG00000207725.3	X	45747015	45747124	-
hsa-mir-23c	-3.08417354221871	3.3916283833625e-33	2.13813906001144e-31	ENSG00000264566.3	X	20017088	20017187	-
hsa-mir-25	1.01295609656218	1.49202645718863e-36	1.18812422617179e-34	ENSG00000207547.1	7	100093560	100093643	-
hsa-mir-27b	-1.02580561499935	2.51167949671731e-47	7.60034215706659e-45	ENSG00000207864.3	9	95085445	95085541	+
hsa-mir-296	-1.09758554064353	8.67122850068779e-12	1.23769516240949e-10	ENSG00000284040.1	20	58817615	58817694	-
hsa-mir-3074	1.80920593563915	2.66243498710708e-29	1.22068610166455e-27	ENSG00000207617.4	9	95086014	95086094	-
hsa-mir-3152	1.2475097222856	0.0016548888198678	0.00840217041765095	ENSG00000264638.1	9	18573306	18573379	+
hsa-mir-3154	-1.25682481094972	0.0105030017274636	0.0471544261532711	ENSG00000264823.3	9	128244947	128245030	-
hsa-mir-3170	1.52498604409439	2.47035468258608e-08	2.33602914672047e-07	ENSG00000263399.1	13	98208524	98208600	+
hsa-mir-3189	3.04538138170664	4.41845852516437e-05	0.000276244948288169	ENSG00000264175.1	19	18386562	18386634	+
hsa-mir-323a	-1.04949168116888	7.91988546502245e-13	1.23533883593598e-11	ENSG00000199069.3	14	101025732	101025817	+
hsa-mir-323b	-2.46375334518352	4.3035307676409e-33	2.60449682057627e-31	ENSG00000208004.2	14	101056219	101056300	+
hsa-mir-326	-1.06708853194099	6.85706468056042e-15	1.22055751313975e-13	ENSG00000199090.1	11	75335092	75335186	-
hsa-mir-3614	1.2526645589857	2.68221643060246e-07	2.27988396601209e-06	ENSG00000284542.1	17	56891270	56891355	-
hsa-mir-3622a	-1.02557394207382	1.29645169771946e-07	1.16066947849085e-06	ENSG00000284351.1	8	27701677	27701759	+
hsa-mir-3651	2.60940700356485	1.3311796979962e-15	2.45618888179055e-14	ENSG00000281156.1	9	92292458	92292547	-
hsa-mir-3664	1.45598266979202	2.67036582769304e-06	1.96129295985416e-05	ENSG00000263744.1	11	70872270	70872368	-
hsa-mir-375	2.28380004902825	6.37848163156545e-45	1.37866324407979e-42	ENSG00000198973.4	2	219001645	219001708	-
hsa-mir-378c	-1.19007799055562	8.11105605561641e-30	3.83500869129613e-28	ENSG00000264803.1	10	130962588	130962668	-
hsa-mir-378d-1	-2.05359434340181	1.74191992693992e-27	7.12304013367593e-26	ENSG00000263631.1	4	5923275	5923328	-
hsa-mir-378d-2	-1.84017261573505	7.56186194838161e-26	2.72407074473842e-24	ENSG00000284288.1	8	93916022	93916119	-
hsa-mir-425	1.15138184853689	1.07997323471674e-25	3.71363523665097e-24	ENSG00000199032.1	3	49020148	49020234	-
hsa-mir-4326	1.06500245465985	3.68803135065946e-08	3.44443915651097e-07	ENSG00000266104.1	20	63286808	63286866	+
hsa-mir-4449	2.84781975362104	2.20167025735258e-10	2.60244304638629e-09	ENSG00000264585.1	4	52712682	52712747	+
hsa-mir-449a	3.56236734750179	1.63596612382306e-11	2.21001495120026e-10	ENSG00000198983.1	5	55170532	55170622	-
hsa-mir-449b	2.71479956892666	0.00311873064670232	0.0151724741751145	ENSG00000207728.1	5	55170646	55170742	-
hsa-mir-4501	1.21040954439824	0.00106233410327016	0.00554245344223361	ENSG00000283487.1	13	96427229	96427292	+
hsa-mir-450b	-1.26068896974571	7.27770073232378e-18	1.55086777577548e-16	ENSG00000216001.3	X	134540185	134540262	-
hsa-mir-4664	2.14417666866293	0.000297728702822463	0.00171278907745394	ENSG00000265660.1	8	143733083	143733153	-
hsa-mir-4668	1.52379175815029	4.45585722887146e-13	7.17203402902396e-12	ENSG00000266315.1	9	111932100	111932169	+
hsa-mir-4746	1.07759997271685	9.99888908730411e-11	1.22002574105573e-09	ENSG00000266437.1	19	4445978	4446048	+
hsa-mir-4770	-1.35769502344006	1.50475155967721e-06	1.17963166310447e-05	ENSG00000265284.1	X	6383906	6383963	-
hsa-mir-4786	-1.01501071509548	2.00546175583488e-12	3.00422142235462e-11	ENSG00000264279.1	2	239943015	239943094	-
hsa-mir-486-1	-1.0963600650114	3.23852488971409e-10	3.74037263979956e-09	ENSG00000274705.2	8	41660441	41660508	-
hsa-mir-486-2	-1.10501489103525	2.10121391700141e-10	2.50325720978199e-09	ENSG00000283450.1	8	41660444	41660507	+
hsa-mir-486-2	-1.10501489103525	2.10121391700141e-10	2.50325720978199e-09	ENSG00000274705.2	8	41660441	41660508	-
hsa-mir-488	-1.89157115114838	2.70505985365331e-11	3.52823755049781e-10	ENSG00000202609.4	1	177029363	177029445	-
hsa-mir-490	-2.66128436644313	6.42181265057973e-09	6.56500171643726e-08	ENSG00000207597.1	7	136903167	136903294	+
hsa-mir-496	-1.12200780950558	1.87547266422595e-24	5.79100028770176e-23	ENSG00000207961.3	14	101060573	101060674	+
hsa-mir-500a	1.12306802907719	1.70141261023814e-32	9.53421214551966e-31	ENSG00000207785.1	X	50008431	50008514	+
hsa-mir-508	1.6324056826116	3.92516748490962e-05	0.000247449100194511	ENSG00000207589.1	X	147236913	147237027	-
hsa-mir-509-3	1.13065943295764	0.00398962728535746	0.0190419750244348	ENSG00000212014.1	X	147259652	147259726	-
hsa-mir-541	-1.10979985447093	6.93992079134544e-07	5.64521513833637e-06	ENSG00000216179.1	14	101064495	101064578	+
hsa-mir-551b	-1.19990100336348	1.81242546960197e-06	1.37798981683808e-05	ENSG00000207717.1	3	168551854	168551949	+
hsa-mir-552	-1.07231834615167	0.00136607039427217	0.00703015138276802	ENSG00000207941.1	1	34669599	34669694	-
hsa-mir-5586	1.75448023969189	1.38638116734413e-25	4.66132156931483e-24	ENSG00000263629.1	14	59646962	59647020	-
hsa-mir-5683	1.33202252006571	8.36530020053634e-11	1.03743436093537e-09	ENSG00000283616.1	6	6169334	6169409	+
hsa-mir-5687	1.22611373597319	3.09552829401547e-08	2.90902752102199e-07	ENSG00000265135.1	5	55508850	55508926	-
hsa-mir-5694	2.96228292526016	1.37444065095393e-13	2.28519637900361e-12	ENSG00000265993.1	14	67441855	67441930	-
hsa-mir-5704	5.81562622584757	4.89565343876167e-05	0.000303570641510099	ENSG00000265859.1	3	131985855	131985931	-
hsa-mir-5706	1.60455297057057	2.44608686322496e-10	2.86893753803051e-09	ENSG00000264536.1	5	119154637	119154716	+
hsa-mir-585	-1.30283235782254	1.98970797972934e-07	1.71047055302869e-06	ENSG00000207619.1	5	169263601	169263694	-
hsa-mir-592	2.27496169558513	8.88978833599084e-12	1.2570326871359e-10	ENSG00000207692.3	7	127058088	127058184	-
hsa-mir-612	3.12992824130026	0.00173216609693216	0.00870686812178859	ENSG00000283791.1	11	65444458	65444557	+
hsa-mir-615	2.59210285441358	4.54134572677835e-18	9.81579440659378e-17	ENSG00000207571.1	12	54033950	54034045	+
hsa-mir-618	1.55760338336019	6.53770784098827e-06	4.53740915752994e-05	ENSG00000208022.1	12	80935736	80935833	-
hsa-mir-6499	-1.32295981712057	9.34774701851254e-06	6.3422158022464e-05	ENSG00000276622.1	5	151522087	151522148	-
hsa-mir-6510	-1.43714942334127	1.90249341567054e-09	2.0708435524529e-08	ENSG00000283796.1	17	41517164	41517217	-
hsa-mir-652	-1.22661547071674	1.23865942646542e-37	1.04116206235677e-35	ENSG00000208013.3	X	110055329	110055426	+
hsa-mir-6718	-2.88481895046362	1.59168221680731e-23	4.45965776672121e-22	ENSG00000275518.1	18	3885353	3885432	+
hsa-mir-675	-1.23249224745843	2.94461263606573e-06	2.13167412362079e-05	ENSG00000284010.1	11	1996759	1996831	-
hsa-mir-6761	-1.23463739160074	1.91951295315477e-17	3.87229746416422e-16	ENSG00000274697.1	12	111799834	111799905	+
hsa-mir-6810	1.56189561472465	5.11116159372073e-05	0.000315640305767325	ENSG00000278524.1	2	218341911	218341980	+
hsa-mir-6843	-2.72953313601561	1.41738396775113e-07	1.25414560895393e-06	ENSG00000284280.1	8	27610601	27610751	-
hsa-mir-7-1	1.10622052148465	7.26018624880164e-21	1.80076422859621e-19	ENSG00000284179.1	9	83969748	83969857	-
hsa-mir-7-3	1.54563159801314	3.22213716892411e-06	2.29957242291612e-05	ENSG00000207630.1	19	4770670	4770779	+
hsa-mir-708	1.28826414590964	3.22815583067787e-33	2.1235651181807e-31	ENSG00000211997.1	11	79402022	79402109	-
hsa-mir-760	-1.2521301644185	1.88607940928635e-15	3.43811824849428e-14	ENSG00000211575.3	1	93846832	93846911	+
hsa-mir-7702	1.00696137826705	0.00824336752181318	0.0376598088021276	ENSG00000274263.1	9	111271156	111271214	-
hsa-mir-7705	1.24469627103864	4.37355752870732e-06	3.0635150652473e-05	ENSG00000284570.1	8	100702968	100703024	-
hsa-mir-873	-2.93436887122147	8.33748770225776e-20	1.97103420211187e-18	ENSG00000215939.3	9	28888879	28888955	-
hsa-mir-876	-1.81887776432368	0.00052477162774309	0.00294066471398258	ENSG00000215966.1	9	28863626	28863706	-
hsa-mir-888	-5.92502415597413	3.07514091138270e-09	3.2997788644837e-08	ENSG00000216005.1	X	145994784	145994860	-
hsa-mir-889	-1.26518015700542	2.084667280672e-38	2.10273439710449e-36	ENSG00000216099.3	14	101047901	101047979	+
hsa-mir-891a	-4.94512420517992	1.29667196197119e-61	9.80932339231209e-59	ENSG00000216056.1	X	146027794	146027872	-
hsa-mir-892a	-5.55493706730645	1.6459275041663e-35	1.18585157800172e-33	ENSG00000215943.1	X	145996669	145996743	-
hsa-mir-92a-1	1.15305811462522	3.62389434739111e-40	4.56912678966895e-38	ENSG00000283705.1	13	91351314	91351391	+
hsa-mir-93	1.7137723384886	1.77130611501e-69	2.67998615201013e-66	ENSG00000207757.1	7	100093768	100093847	-
hsa-mir-96	1.88484547907647	2.25568613667679e-48	9.39850877934513e-46	ENSG00000199158.1	7	129774692	129774769	-
