File_ID	File_Name	Data_Category	Data_Type	Project_ID	Case_ID	Sample_ID	Sample_Type
1d308f94-f24a-4f17-beec-766daff8b415	c7ee0576-3b8b-4b9a-b8c1-760e0ef049a5_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-8468	TCGA-EJ-8468-01A	Primary Tumor
c3e9f63f-a266-4f30-88c2-e1f05ff464db	ba913b52-7a4f-464f-b4f8-4a1bbfdff2b8_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-7312	TCGA-EJ-7312-01B	Primary Tumor
579cc8d4-a2b6-4364-b4cf-3522fbbdc0ab	ba913b52-7a4f-464f-b4f8-4a1bbfdff2b8_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-7312	TCGA-EJ-7312-01B	Primary Tumor
216fe6d2-a826-4cd4-91d4-429e1d1b1d88	e21e714f-369d-402c-b5aa-9347624c9982_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-G9-6361	TCGA-G9-6361-01A	Primary Tumor
ec6071aa-4750-4337-b0e2-189f3088036b	ef08d1d9-6045-4453-b798-f8e5958b7480_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-G9-6342	TCGA-G9-6342-01A	Primary Tumor
6de780d6-18de-403e-9aa1-2aaa2da7a80e	82fa329e-4440-4c91-b6d4-117adfb97c19_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-G9-6342	TCGA-G9-6342-11A	Solid Tissue Normal
3a9214dc-a9d8-444c-93ee-12947f3a3f53	ded62f49-c71f-48f5-b789-e1a705d723bf_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-J4-A67N	TCGA-J4-A67N-01A	Primary Tumor
0724c83e-53f3-4819-a2b3-dc34e099a890	11315ed2-af38-49fe-9bac-a0fe8659252d_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-ZG-A9NI	TCGA-ZG-A9NI-01A	Primary Tumor
d61d04f0-37a5-4b5f-acea-d5f06ae94b66	d3e6e690-a0c5-43d8-aa7a-a786925b47a7_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-2A-A8W1	TCGA-2A-A8W1-01A	Primary Tumor
30143f7e-4e54-4701-9505-8c0c785856eb	d3e6e690-a0c5-43d8-aa7a-a786925b47a7_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-2A-A8W1	TCGA-2A-A8W1-01A	Primary Tumor
89cb6ca4-370b-4a4d-8772-cc06d77a48c3	fdc3cfbb-276b-427d-8963-c76d17f7984d_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-HC-7230	TCGA-HC-7230-01A	Primary Tumor
0a2ef610-4a55-44c4-9fb1-cda8fa41d0d2	7ebfa687-18c0-430d-a5b9-e75eceb477e0_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-XK-AAJT	TCGA-XK-AAJT-01A	Primary Tumor
088e709d-ef0f-4313-bc9f-44af67f7d4a2	7ebfa687-18c0-430d-a5b9-e75eceb477e0_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-XK-AAJT	TCGA-XK-AAJT-01A	Primary Tumor
f4652fea-9866-46d0-aac2-850791afe396	9759123f-b78c-464e-96fe-ac2b6b4a8367_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-5525	TCGA-EJ-5525-01A	Primary Tumor
07f39220-c85d-474e-bb7e-af542f90eb4f	9759123f-b78c-464e-96fe-ac2b6b4a8367_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-5525	TCGA-EJ-5525-01A	Primary Tumor
81a13918-6ef7-4647-975f-534c4e56e63f	d2bee562-2d51-417a-9fa5-adb87cfa7127_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-G9-6499	TCGA-G9-6499-11A	Solid Tissue Normal
0312c52a-de21-4be7-ab3b-24d7cb14ff2b	8eb9a2d0-13d8-478c-a065-e89f08c6bd4e_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-G9-6499	TCGA-G9-6499-01A	Primary Tumor
75a7faa3-8d06-4f07-862e-67a22c3c85b9	c91d1e4c-b3e9-43b5-9394-90267952f81f_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-XK-AAJ3	TCGA-XK-AAJ3-01A	Primary Tumor
484a2fd2-46d0-4819-b88a-d7aec39edf70	98c8c81d-8ab0-4d48-ae7f-8f57b1e1c208_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-HC-7742	TCGA-HC-7742-11A	Solid Tissue Normal
22fb2a67-ac53-4a51-b803-bc9077ec5eeb	eaf85eb3-23a9-4981-b0bd-6407da233a97_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-HC-8213	TCGA-HC-8213-01A	Primary Tumor
aac81695-03d1-4772-969e-dfb1606d88d6	c44ab6a0-c716-432f-b7c1-b35ea4d8747d_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-HC-8259	TCGA-HC-8259-01A	Primary Tumor
7fb841ab-8af5-44f3-a097-70fac889476e	c44ab6a0-c716-432f-b7c1-b35ea4d8747d_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-HC-8259	TCGA-HC-8259-01A	Primary Tumor
41e61d03-23d2-4f6e-904b-ef2b58e01c34	84c060e0-15b9-4a41-afbc-3e6f9e89d29f_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-V1-A9O5	TCGA-V1-A9O5-01A	Primary Tumor
311f4da6-ef53-4dd5-90d0-cf8c35b8f15c	3bc76980-7a47-4467-857b-16133a382523_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-V1-A9O5	TCGA-V1-A9O5-06A	Metastatic
06d64a1d-ce45-4c40-93f6-ae4d89aaf1f6	2cab4544-3855-4e4d-a284-618ba1536712_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-ZG-A9L1	TCGA-ZG-A9L1-01A	Primary Tumor
b5d1f3d5-e7ad-4873-983b-676c513a7db4	b43d6d83-72f2-42fe-816f-64c72b62b0f1_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-HC-8265	TCGA-HC-8265-01A	Primary Tumor
34f211c7-c298-426a-8551-f600b82f8f96	8c7d4518-f7c0-49de-bd2b-70c17c22b584_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-VP-A879	TCGA-VP-A879-01A	Primary Tumor
b69f737e-984c-499b-8175-c94d7684e342	d9cc0aa8-6b50-439a-a264-101fc555bbc1_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-HI-7169	TCGA-HI-7169-01A	Primary Tumor
5714dd00-451f-495f-899f-82502163ebab	e6faed9e-819f-4a0a-8d5a-81945052e0c8_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-HC-7079	TCGA-HC-7079-01A	Primary Tumor
89876409-4b45-46f5-8308-ef1b386e6db6	2807804b-d7c4-48a7-9e47-2e38134a3c15_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-J9-A8CL	TCGA-J9-A8CL-01A	Primary Tumor
dd4a040b-a364-4949-b3a9-7b810bf6aa59	962c57c9-fc5f-4909-92b1-7c7118ff4201_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-XK-AAIR	TCGA-XK-AAIR-01A	Primary Tumor
4c19d7e5-3cf1-4531-9f22-f8e6da26b134	0ce08696-34ef-4f8a-af16-2c771117dfb1_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-A46B	TCGA-EJ-A46B-01A	Primary Tumor
8eb54da0-04b9-4095-9b0a-5270a40bbfed	db9629dd-109c-439f-b45a-0b5ae6d078eb_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-G9-6378	TCGA-G9-6378-01A	Primary Tumor
3220bdf4-8ae3-435f-8ebd-6f329b46e039	db9629dd-109c-439f-b45a-0b5ae6d078eb_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-G9-6378	TCGA-G9-6378-01A	Primary Tumor
ab38ef70-b14f-4bc3-9fba-c214f66d45d2	407f2911-228d-4ae7-9b90-26d95af42f18_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-5509	TCGA-EJ-5509-01A	Primary Tumor
31535f85-72e6-4e88-8609-06b9e1e0acf9	407f2911-228d-4ae7-9b90-26d95af42f18_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-5509	TCGA-EJ-5509-01A	Primary Tumor
d8fd986a-312a-4f5c-b3a4-3781ce1cc4e5	d93a4408-80e5-4348-9152-5715016ae8fb_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-7782	TCGA-EJ-7782-01A	Primary Tumor
4ec0607c-0324-4b8b-becb-53f867df4b69	d93a4408-80e5-4348-9152-5715016ae8fb_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-7782	TCGA-EJ-7782-01A	Primary Tumor
592792e4-9622-4742-93df-5ec01afef7f7	1dde7bf5-fb08-463a-a6d4-64388d71054a_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-7782	TCGA-EJ-7782-11A	Solid Tissue Normal
dbf4e452-461a-4a42-b19e-7d78adb12c50	1dde7bf5-fb08-463a-a6d4-64388d71054a_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-7782	TCGA-EJ-7782-11A	Solid Tissue Normal
b3614200-a8f5-4899-ba0b-89dad8de7869	fb9a5dbd-e50d-41ce-9283-fd16bc9b19d8_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-V1-A9OX	TCGA-V1-A9OX-01A	Primary Tumor
3cda2e77-e5b6-4cef-a7cc-7f5aa3e6e5c6	fb9a5dbd-e50d-41ce-9283-fd16bc9b19d8_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-V1-A9OX	TCGA-V1-A9OX-01A	Primary Tumor
4fa23f83-1b67-4222-a08d-c90a1d174bc0	1947c4e9-a429-463d-8185-4263de3a0ca0_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-7783	TCGA-EJ-7783-01A	Primary Tumor
b5105510-49f3-436d-b608-d2508cf012cb	aa8ee2c8-034f-4c13-8b23-156004b0655e_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-J9-A8CN	TCGA-J9-A8CN-01A	Primary Tumor
7c3f1cea-16c9-4d18-af7c-44a1ba092e58	e3d9c613-cecf-402a-8151-e31c563fccf8_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-VP-A87B	TCGA-VP-A87B-01A	Primary Tumor
020bc015-ddfd-4085-b88d-451f2deaebc8	6b2a2db3-93af-4950-b40c-3962b6348380_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-V1-A9OT	TCGA-V1-A9OT-01A	Primary Tumor
ef5e8038-ac8a-4ea4-aeb5-2eff0eab38a7	9ec5f2ae-757c-4a0a-bf79-a24dc2c430e4_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-CH-5763	TCGA-CH-5763-11A	Solid Tissue Normal
7f5ab56c-ded0-4dba-85ee-a54bb6def466	9ffc8907-3732-44b3-9453-242bd152d33b_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-CH-5763	TCGA-CH-5763-01A	Primary Tumor
a6b5009d-95aa-46d3-b7e5-45d5a45edbc8	9ec5f2ae-757c-4a0a-bf79-a24dc2c430e4_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-CH-5763	TCGA-CH-5763-11A	Solid Tissue Normal
69b6d17c-7a80-4468-b8b0-036b6beb7f0f	9ffc8907-3732-44b3-9453-242bd152d33b_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-CH-5763	TCGA-CH-5763-01A	Primary Tumor
8be3555f-c6ed-426b-9360-74fc93fa5051	aba692ee-cf5f-4a19-86c3-c995484d0f20_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-J9-A52C	TCGA-J9-A52C-01A	Primary Tumor
1200659f-8bb4-450e-ba7e-8eb86c9d5fe7	aba692ee-cf5f-4a19-86c3-c995484d0f20_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-J9-A52C	TCGA-J9-A52C-01A	Primary Tumor
a70f0522-43df-4919-a484-70329c20933d	c11aef0f-d557-406d-90f9-209fb2595c55_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-5515	TCGA-EJ-5515-01A	Primary Tumor
3453889b-4f2e-44ef-94d0-127cce9be295	c11aef0f-d557-406d-90f9-209fb2595c55_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-5515	TCGA-EJ-5515-01A	Primary Tumor
5af759fb-5286-4dd3-a0d4-6655327eeafd	0ce1d4b9-ad1f-4729-b9e1-9be66a544919_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-8470	TCGA-EJ-8470-01A	Primary Tumor
e8354a4c-20ec-4dff-a0b8-4a269a2e87e0	0ce1d4b9-ad1f-4729-b9e1-9be66a544919_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-8470	TCGA-EJ-8470-01A	Primary Tumor
bbe41da3-eb82-46ed-a9c5-c93958f89baa	6fab999e-9840-483b-a151-462a6c8f6fbb_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-YL-A9WH	TCGA-YL-A9WH-01A	Primary Tumor
20c67100-67c6-42e1-9e24-371033d77f4d	6fab999e-9840-483b-a151-462a6c8f6fbb_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-YL-A9WH	TCGA-YL-A9WH-01A	Primary Tumor
db0daa2e-aea3-467b-b03b-8b342c4abaf6	d1f402d5-d03d-45b5-8eeb-d34a347f9812_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-J4-A67Q	TCGA-J4-A67Q-01A	Primary Tumor
32b1109a-877e-424d-a4bb-04e5e8213e41	d1f402d5-d03d-45b5-8eeb-d34a347f9812_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-J4-A67Q	TCGA-J4-A67Q-01A	Primary Tumor
87a86750-533d-4358-88f3-a1103dc24589	865620a1-dd90-447c-92ff-159a0a3bba07_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-ZG-A9LN	TCGA-ZG-A9LN-01A	Primary Tumor
78f53832-9cf9-4333-9ab2-fa62434c6aa8	865620a1-dd90-447c-92ff-159a0a3bba07_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-ZG-A9LN	TCGA-ZG-A9LN-01A	Primary Tumor
67d50c02-6bf8-4921-8c32-362932787d05	4f38ec5d-6f35-4a8f-91ea-411bb97f7962_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-G9-6356	TCGA-G9-6356-01A	Primary Tumor
4f350e16-3279-467b-b3c4-e8cc5cafdfc4	a9ef407a-969d-48b5-a157-38c4a5d6bea7_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-G9-6356	TCGA-G9-6356-11A	Solid Tissue Normal
16dc9c56-6604-455a-bdb0-213005ff2f0f	4f38ec5d-6f35-4a8f-91ea-411bb97f7962_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-G9-6356	TCGA-G9-6356-01A	Primary Tumor
9da3a232-2744-4877-bb1d-30cdca988ff6	a9ef407a-969d-48b5-a157-38c4a5d6bea7_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-G9-6356	TCGA-G9-6356-11A	Solid Tissue Normal
7f1882a9-8fe0-4413-8aee-45ce41e2c268	d59f0706-b0ec-435c-896d-ea51e6b64686_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-KK-A8IG	TCGA-KK-A8IG-01A	Primary Tumor
b2c516c9-63f4-462c-aac4-5ab50858160a	d59f0706-b0ec-435c-896d-ea51e6b64686_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-KK-A8IG	TCGA-KK-A8IG-01A	Primary Tumor
636531ee-7308-4a35-94c8-c2e49fb49270	5a616dbc-3181-4c5c-8b97-f5fb7290d3e8_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-5505	TCGA-EJ-5505-01A	Primary Tumor
a4d05555-06d7-427d-a1d5-5e19da50bdb6	5a616dbc-3181-4c5c-8b97-f5fb7290d3e8_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-5505	TCGA-EJ-5505-01A	Primary Tumor
fc24281a-6463-4d94-9d68-c38d2622e053	8000948c-da20-42f5-9b2b-52b96874c308_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-7789	TCGA-EJ-7789-01A	Primary Tumor
f323f154-0549-42ff-9c3d-5105d8756b85	299bf548-5057-4232-a539-110caa075292_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-7789	TCGA-EJ-7789-11A	Solid Tissue Normal
c0777b26-a861-4ae8-837f-18bb79a145ff	299bf548-5057-4232-a539-110caa075292_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-7789	TCGA-EJ-7789-11A	Solid Tissue Normal
9bf9a8fc-9471-4560-83bf-c621a54f4627	8000948c-da20-42f5-9b2b-52b96874c308_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-7789	TCGA-EJ-7789-01A	Primary Tumor
ffd08099-0f98-4428-a7da-d659eab1c72f	32714602-1507-417a-970b-9825d43590e7_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-5516	TCGA-EJ-5516-01A	Primary Tumor
9298a0a1-f14b-42e8-aba7-269d83bec237	32714602-1507-417a-970b-9825d43590e7_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-5516	TCGA-EJ-5516-01A	Primary Tumor
4fb47044-aec0-4b51-8c96-c883cfa57073	b416b407-73c7-4bc2-889a-4b267496a416_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-FC-7708	TCGA-FC-7708-01A	Primary Tumor
0c963bf9-e23e-4711-8d8f-40762e5d0b68	b416b407-73c7-4bc2-889a-4b267496a416_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-FC-7708	TCGA-FC-7708-01A	Primary Tumor
99fc18eb-f87b-4d70-816f-54eecf565ea4	bd724f5c-2c5b-4f2e-b425-226276cd9d11_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-5522	TCGA-EJ-5522-01A	Primary Tumor
