File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
6bea2a2b-c6df-4b8a-81d6-2ad1b3eb03dc	bc3c1ae9-b8ba-439b-b5ad-5da31f440cde.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-HC-7230	TCGA-HC-7230-01A	Primary Tumor
eafc6a16-8f6c-4e8c-ab3e-f21f09d6efd3	aa3e4308-f5d2-4f95-9175-ce7a960d20a5.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-XK-AAJT	TCGA-XK-AAJT-01A	Primary Tumor
446615c1-be64-40ca-a779-23f0b6113aa5	f6aeb344-1175-4dfc-b657-589cdaecbb39.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-5525	TCGA-EJ-5525-01A	Primary Tumor
b067ea7f-f057-45cb-999e-f018e9041876	41e29e23-9260-4f65-ac92-140ca3ca6ffb.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-G9-6499	TCGA-G9-6499-11A	Solid Tissue Normal
6ce26ee2-ad71-4b95-bb26-f08ae00e930b	1249114f-4d7a-4312-a043-c9fee58f5ab0.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-XK-AAJ3	TCGA-XK-AAJ3-01A	Primary Tumor
5f86f0c9-fca2-42a6-b8ef-971d5542e837	9fe4604e-b99d-4bd5-aba9-473955f5e591.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-HC-7742	TCGA-HC-7742-01A	Primary Tumor
36a732c1-bcdb-4234-ba31-b6c5c760183a	33d3d80a-30a8-47ee-a42b-559ec1bc16d6.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-V1-A9O5	TCGA-V1-A9O5-06A	Metastatic
149dc1db-9af8-4113-a5a5-e06272468bf4	faee8012-1105-47dd-9a54-dd574b3a5270.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-HC-8259	TCGA-HC-8259-01A	Primary Tumor
aa3a3c11-6192-4a5e-9e6c-aacc14b8378b	c0022eae-4827-47dc-b7d2-489425834506.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-V1-A9O5	TCGA-V1-A9O5-01A	Primary Tumor
e50744fc-4091-4a98-b978-041f47e6dbd5	c2afe44e-c948-472e-b138-17bbd68d8612.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-HC-8259	TCGA-HC-8259-11A	Solid Tissue Normal
5a53a112-ac11-42b5-a33b-b7ec86bf599a	933d11dc-3ef8-44ba-baa4-4f6779e51ed7.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-ZG-A9L1	TCGA-ZG-A9L1-01A	Primary Tumor
7fed7dca-34ec-4250-abad-9f0489345da7	9310e034-bc0e-4e4a-863a-53fe53cde8d7.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-HC-8265	TCGA-HC-8265-01A	Primary Tumor
a48665ea-145d-4138-a455-0e382f87c13b	df384c71-2401-4b69-9ab0-92b6c662990e.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-KK-A8I7	TCGA-KK-A8I7-01A	Primary Tumor
83ad6aec-c415-4e9b-bad0-021c8a71625f	e38d4c0c-75b9-45ae-b5f0-965f849877cf.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-VP-A879	TCGA-VP-A879-01A	Primary Tumor
1cc24509-d1b9-4fc0-ae56-623e946f1be4	f42b4d4c-39d5-4869-9d21-bb9509494c1b.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-HC-7079	TCGA-HC-7079-01A	Primary Tumor
797c68bf-9405-4d01-9d84-b5d1c1850c10	64e3fa3c-477b-4eb1-9dd0-06dc3a561f5a.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-HI-7169	TCGA-HI-7169-01A	Primary Tumor
d0037384-8222-41df-9673-528bdbf1d737	8286222f-c418-4531-af01-08e0f206e4cc.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-5509	TCGA-EJ-5509-01A	Primary Tumor
4930b76c-59d5-4833-88cf-072cc3777462	5f57b2bd-a3bd-4652-b655-a11f91538a3e.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-7782	TCGA-EJ-7782-01A	Primary Tumor
dd2f5782-3487-4e98-b5dc-d5a44e48b886	c1149b7f-eced-481e-8ef4-f7e1d469f215.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-7782	TCGA-EJ-7782-11A	Solid Tissue Normal
a123ffcc-1430-44b6-bb1b-c64d5a1ba5e9	f599aad1-ee43-4468-be06-535c17648734.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-V1-A9OX	TCGA-V1-A9OX-01A	Primary Tumor
860889dd-ad00-411b-8eee-166d01e22fb5	6da5bebd-a304-40f8-ad75-2fee9435f33c.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-YL-A8SK	TCGA-YL-A8SK-01B	Primary Tumor
e7c58925-6a9b-47e2-915d-49a01fa80256	8b644a9e-106d-45e5-a581-35086cdcf4ac.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-V1-A9OT	TCGA-V1-A9OT-01A	Primary Tumor
f49bf27e-19cd-47f2-a1f1-7c21a1b7e346	497fbb6e-6668-47fc-8a00-285989585b42.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-CH-5763	TCGA-CH-5763-01A	Primary Tumor
e951515c-c6f9-4efd-8d67-2579e5887ac5	33234874-1c7a-48be-baf4-78c7208f91db.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-J9-A52C	TCGA-J9-A52C-01A	Primary Tumor
aee4960c-5f7b-4dcc-ab61-5db873c423b8	ffe7cefb-b70c-4679-a7eb-213aa1bd75a7.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-5515	TCGA-EJ-5515-01A	Primary Tumor
a217763b-4a37-4fac-89de-59d931d6ace6	562cc75f-81ed-4956-94dd-90c1a646ba20.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-8470	TCGA-EJ-8470-01A	Primary Tumor
25f91f16-d57c-4b93-ae71-549d14eaecd7	a39808d3-12fe-4802-870a-2aedae2fe359.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-YL-A9WH	TCGA-YL-A9WH-01A	Primary Tumor
2b5234da-170c-4aca-b7a4-91ea4e27a54e	12de7016-0317-4bdb-9d60-fd7772b55b74.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-J4-A67Q	TCGA-J4-A67Q-01A	Primary Tumor
720fb703-60d2-4885-9b21-5e123632d592	7bdf8792-cf14-4be6-8556-7f02b92eea83.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-ZG-A9LN	TCGA-ZG-A9LN-01A	Primary Tumor
245166d8-cb1b-4c4e-b40b-76bfe51565c8	2f719d37-5f48-4844-88ac-7df54ffd2467.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-G9-6356	TCGA-G9-6356-11A	Solid Tissue Normal
f11e4a51-f661-4357-a6ea-bcac35803ff3	fd844a76-a96a-44b9-87b3-c6481a661f44.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-G9-6356	TCGA-G9-6356-01A	Primary Tumor
7843d843-1e55-454c-892f-6968bad09f4d	673b2776-3b2e-4ef7-b732-62a09cb256ba.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-KK-A8IG	TCGA-KK-A8IG-01A	Primary Tumor
1c7669c7-9377-46df-bcba-5bcdddd423eb	60ff191c-21e6-4370-ad6a-53bc4aa46dd7.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-5505	TCGA-EJ-5505-01A	Primary Tumor
482808ff-4865-4f02-8341-33728eac3a93	175b15f3-ceac-45b1-8cbb-0f31b8809037.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-7789	TCGA-EJ-7789-01A	Primary Tumor
0a04717a-1236-4173-b796-3c82e8bd9dc7	6bdebdd5-7589-4c2d-a847-7c4451d657a8.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-7789	TCGA-EJ-7789-11A	Solid Tissue Normal
128cc0b2-a779-4886-84ee-0adc7fe61538	d2d305d0-a6e7-4293-bcad-9677af43d091.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-5516	TCGA-EJ-5516-01A	Primary Tumor
a0e91d76-2c76-496e-86f5-75557e46d2ed	db99ecd5-acfa-4b04-b2b7-e7fc74e60052.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-FC-7708	TCGA-FC-7708-01A	Primary Tumor
e1bf08d3-b29a-4430-a78b-aec6de728973	ae3f26b5-c78f-4a4f-97a6-c4ade0e5cde6.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-5522	TCGA-EJ-5522-01A	Primary Tumor
66d4e0fb-09ae-4dd3-9202-151811b72ca0	628c718a-b963-4841-80c5-25850c3c860b.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-XK-AAIW	TCGA-XK-AAIW-01A	Primary Tumor
fda23cd6-e70d-415e-bd2b-428d9f08e046	6e1f482a-2efe-4c92-9a82-5fd2c6eef263.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-A8FU	TCGA-EJ-A8FU-01A	Primary Tumor
fd3a43c8-620c-46de-8ab7-e1cd860993c5	a010f536-f71f-4ec7-9bc0-d102c7e21da9.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-YL-A8SL	TCGA-YL-A8SL-01B	Primary Tumor
74c4e2b1-065c-4390-b30a-a70bfceec3ad	a9ae4aa7-10eb-4379-a623-f94a86a2778e.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-VP-A87K	TCGA-VP-A87K-01A	Primary Tumor
dc0584fe-a309-4753-bbaa-eba5f79f9316	890b5f64-6646-47bf-8d09-b6e5d11aad66.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-KK-A6E7	TCGA-KK-A6E7-01A	Primary Tumor
c6f1d31d-a2c1-47f3-9b41-3e26dc18ab61	0ca4b553-ff6d-4fb5-ace8-311d71cae4ea.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-HI-7168	TCGA-HI-7168-01A	Primary Tumor
3577ddbf-fffe-4a36-980b-2c8eb02caf87	73989c5c-4281-4d5f-85cf-8e3027dead52.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-KK-A8I9	TCGA-KK-A8I9-01A	Primary Tumor
1ffc18ee-2452-4088-8c91-29c6a97b5b95	83c36aba-009d-4732-8a62-b9a766405fe2.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-HC-7213	TCGA-HC-7213-01A	Primary Tumor
8674ecf5-376c-4eba-ad38-cae98d6d2cba	4fd98f5b-1a9c-4376-a167-a11ec497019a.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-HC-8257	TCGA-HC-8257-01A	Primary Tumor
39ecaa48-ed79-48cd-8696-e1cf42936cc3	0a2d1067-d263-4fa0-b622-3887d4ba1781.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-G9-A9S7	TCGA-G9-A9S7-01A	Primary Tumor
231bb1ae-f7b7-4af0-9eee-61221404885b	2f44099a-efc2-49a6-876f-8c2d724221db.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-7792	TCGA-EJ-7792-11A	Solid Tissue Normal
e71a9134-3e04-4c65-8466-41ae84dadbc1	fb13ad16-9411-4874-b4e4-7c45d4c14bba.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-7792	TCGA-EJ-7792-01A	Primary Tumor
d13ecfc2-5f20-4eae-90af-a1ddbba634dd	78c9dff9-513e-43bf-a91e-871107e4d408.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-CH-5790	TCGA-CH-5790-01A	Primary Tumor
60b156d3-6fcb-4e48-9107-9e3e23851a12	e27a7d75-3c3f-4673-b5ac-18bf7f0f4191.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-YL-A8SA	TCGA-YL-A8SA-01A	Primary Tumor
99643fd2-946b-4e81-a53a-9984f5b1c623	13e0da9e-2f48-48a9-8cab-c49f6e155823.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-J4-A67L	TCGA-J4-A67L-01A	Primary Tumor
492998a2-88dd-40e8-a94c-edc5a005a78c	d385f11c-34c3-43cc-b824-4aba0e023ba7.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-5518	TCGA-EJ-5518-01A	Primary Tumor
4cf347d7-40b7-4067-9cb8-e8f437fbc2ac	bbcb8612-2d59-4606-93b3-f057c4517548.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-7315	TCGA-EJ-7315-01A	Primary Tumor
5ea2640f-6336-4a99-a613-eb83acef924e	8bcd2531-1b43-4730-a393-d65d1c111b91.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-HC-7750	TCGA-HC-7750-01A	Primary Tumor
9f556e92-422e-4a2b-bb7a-e7b8ea38201a	ca506513-bb35-48cd-a23d-8d947045f6a3.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-YL-A9WI	TCGA-YL-A9WI-01A	Primary Tumor
aad5fcbe-95df-41df-9fa2-52f4009c91cd	868c2b9a-5c4c-4ece-9343-4cb9ab2ba273.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-CH-5743	TCGA-CH-5743-01A	Primary Tumor
8d193d9b-daef-436d-8261-56e51e7b02e2	77c3e42d-62cc-454f-aae4-0a67e1818d84.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-7785	TCGA-EJ-7785-01A	Primary Tumor
55e62ebf-ab76-4a0a-abd1-d0634750dee4	394c3026-fab3-43f2-bdd8-3fdbb15011b9.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-7785	TCGA-EJ-7785-11A	Solid Tissue Normal
5dd22da3-6b75-44a3-92ed-e28af747a860	2251bfa8-0810-4c67-8c0d-62ae37021aac.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-J9-A52B	TCGA-J9-A52B-01A	Primary Tumor
73addd34-a0bb-4863-b3a3-bc76c68684f2	a364fe89-8fde-4969-b798-94e4c49e2cf5.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-KK-A7AW	TCGA-KK-A7AW-01A	Primary Tumor
9229f1eb-5304-4104-9f45-d8fd323e745a	0b4dd54c-8c8e-492a-9a17-fb68e25fb1c9.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-J9-A52E	TCGA-J9-A52E-01A	Primary Tumor
f37cdd35-45f1-4f6b-8198-61e72467af14	b7258f7d-d323-4620-bc4e-a8d3de2cf9c1.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-FC-A4JI	TCGA-FC-A4JI-01A	Primary Tumor
2fb9218c-5326-4de9-b847-da2917e4a803	45557d45-3c29-49a5-aad8-b142524de821.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-KK-A8I8	TCGA-KK-A8I8-01A	Primary Tumor
122ee50b-2adb-47bd-b2f1-7668828d501c	0b3d559f-366a-440e-b86e-e4f15029786c.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-7781	TCGA-EJ-7781-11A	Solid Tissue Normal
91def999-735e-400c-bcb3-aa5bbab7d15f	c505d0ea-ff72-4697-a646-73e7e40a3bce.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-7781	TCGA-EJ-7781-01A	Primary Tumor
c87e2320-c127-4a29-ac54-8bfedade6d76	b7226219-b7e3-4b99-90aa-2fcff5ef81eb.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-V1-A9ZR	TCGA-V1-A9ZR-01A	Primary Tumor
284387d3-8fd0-4dbd-9621-c28fb3344a07	7676fe25-43bd-465b-a185-7aec35d6a3de.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-HC-A8D1	TCGA-HC-A8D1-01A	Primary Tumor
dac5557e-6619-40a7-aae4-0b696410a3f2	44f0ea3d-fdcb-4d46-9c17-6d72d1d896f8.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-ZG-A9ND	TCGA-ZG-A9ND-01A	Primary Tumor
5126e2a9-226a-4798-9aee-c24ddf474b22	dafb0fef-e534-422f-a340-eaf97da89480.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-YL-A8HK	TCGA-YL-A8HK-01A	Primary Tumor
8018cde0-3f36-4ee5-9e80-ac6606f73fda	fb311134-bf1d-4a58-aacc-9c5d9a6524ed.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-KK-A7AU	TCGA-KK-A7AU-01A	Primary Tumor
f3575921-3fbd-490d-ac17-d722d182963e	59211da1-1d11-4b7b-9617-3473d294472b.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-XJ-A9DI	TCGA-XJ-A9DI-01A	Primary Tumor
a0524309-5df9-4ffb-b3a9-80ae6e315fd3	692da5ec-471e-4db3-919d-d5d070451446.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-CH-5771	TCGA-CH-5771-01A	Primary Tumor
0e290fce-c043-4c7a-b01d-83c6013d3c23	63cdd4e7-16ee-4bb0-bea9-3df0c9a4ef0a.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-HC-A6HY	TCGA-HC-A6HY-01A	Primary Tumor
3b204384-c5aa-4b9f-8008-2d12204b355a	a89e354d-741b-4a0d-ae4f-a4187d82d044.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-M7-A722	TCGA-M7-A722-01A	Primary Tumor
c8fccb27-432b-4595-8083-001af82cad58	832372f6-7477-4786-bbd4-b74ae8af7883.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-HC-A6AQ	TCGA-HC-A6AQ-01A	Primary Tumor
194e2e6b-e8e4-4433-9a3c-2944c36885f9	1967293d-9f8d-4664-8cfc-0e66d8f8b8c6.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-KC-A4BR	TCGA-KC-A4BR-01A	Primary Tumor
ab04b4b6-eae8-42d0-82a6-f779dfd9eb32	75cfdfa9-3f07-4b05-9995-e1a3bf4e35bb.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-J4-A67O	TCGA-J4-A67O-01A	Primary Tumor
ac0c5d6c-b858-4d9a-8e76-32cd0e4d2bf7	ce513c19-9468-454e-997f-6f07f937395f.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-HC-A6AO	TCGA-HC-A6AO-01A	Primary Tumor
9ed8cb53-3305-45e2-9bfc-bb59327fd0c8	055d2f26-6bbb-4e86-8575-d2222680e547.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-5524	TCGA-EJ-5524-01A	Primary Tumor
ae3e9176-f981-4c4c-825b-1e85f134c8e5	df447dab-4aa6-4ea4-8c69-bf31b09b41a2.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-7328	TCGA-EJ-7328-11A	Solid Tissue Normal
