hsa-mir-106a	hsa-mir-122	hsa-mir-1251	hsa-mir-1255a	hsa-mir-1269a	hsa-mir-1269b	hsa-mir-1275	hsa-mir-1284	hsa-mir-1291	hsa-mir-1304	hsa-mir-141	hsa-mir-146b	hsa-mir-148a	hsa-mir-153-1	hsa-mir-153-2	hsa-mir-182	hsa-mir-183	hsa-mir-19a	hsa-mir-19b-1	hsa-mir-19b-2	hsa-mir-200c	hsa-mir-20a	hsa-mir-20b	hsa-mir-210	hsa-mir-2115	hsa-mir-25	hsa-mir-3074	hsa-mir-3152	hsa-mir-3170	hsa-mir-3189	hsa-mir-3614	hsa-mir-3651	hsa-mir-3664	hsa-mir-375	hsa-mir-425	hsa-mir-4326	hsa-mir-4449	hsa-mir-449a	hsa-mir-449b	hsa-mir-4501	hsa-mir-4664	hsa-mir-4668	hsa-mir-4746	hsa-mir-500a	hsa-mir-5586	hsa-mir-5683	hsa-mir-5687	hsa-mir-5694	hsa-mir-5704	hsa-mir-5706	hsa-mir-592	hsa-mir-612	hsa-mir-615	hsa-mir-618	hsa-mir-652	hsa-mir-6810	hsa-mir-7-1	hsa-mir-7-3	hsa-mir-708	hsa-mir-7705	hsa-mir-92a-1	hsa-mir-93	hsa-mir-96
ENSG00000007516.14	0.320372555106204	0.00627057351638852	0.000676186137809632	0.138490851508042	0.047861345199502	0.0870519955417445	0.130740639315585	0.00207777547968576	0.165650453749581	0.071808462767074	0.425080814362895	0.0766894050148037	0.375552152180313	0.27948860750738	0.36545184254414	0.271985951123672	0.20949738574259	0.335147413521103	0.421447622572734	0.408651495566121	0.352290755679829	0.460003571575191	0.308092913748355	0.201391995544354	0.0673336261661781	0.25252990829627	0.264740422392362	-0.106337356312437	0.193508421295754	0.0362791682321127	-0.0465466932051728	0.195194423133723	0.198314855504968	0.306595156410274	0.201795383742712	0.152874473718968	0.115709045748285	0.0369420760207761	0.0172573242562942	0.00198405929550766	0.0601731835350984	0.253829672871495	0.0582992115717029	0.151458559701417	0.137668806461644	0.144187870087605	0.178724777388468	0.334857311938224	0.11559381515728	0.0893105546636922	0.085139912509338	-0.002389488858746	0.13254286757024	0.136518887672662	-0.0833242366815356	0.0348376191580866	0.218355956833963	0.0556878252248754	0.243944054461199	0.112323652406592	0.419523369344469	0.38893521173059	0.348418608154669
ENSG00000008300.17	0.120220693887495	0.0425075907414068	-0.0854460221012801	0.129548057091797	0.0933227829760532	-0.0869732259577823	0.122935653971427	0.0651423040627114	0.127092426038505	0.156668812630851	0.173216802853935	0.23440828412938	0.126127210057987	0.107674685386951	0.190961508438521	0.251453185567249	0.264570375161962	0.170222309044507	0.175524472107988	0.165378150549697	0.144331232754188	0.278838008647762	0.12591589064388	0.256628031965088	0.119919187703397	0.221943063782952	0.155210682466184	-0.0986219584101854	0.128834982220079	0.122403697789258	0.147077360686624	0.203646509648424	0.083766438633119	0.234635281139771	0.413219363771059	0.187917770694808	0.147094715972097	0.245154081418473	0.228477356065584	0.0713686761062744	0.164303091814722	0.267460959247993	0.151249923067417	0.125160376341063	0.310871720145055	-0.0213062820336464	0.0770133406427292	0.0564211036650012	0.112876840697541	0.0734877970154751	0.368238622336281	0.235999439257387	0.261089957461449	0.118900222127908	0.0424422428237991	0.00700892539461333	0.163208152466739	0.147519521600281	0.409796616366375	0.101662849820838	0.230366749844824	0.332476978041904	0.31556201229459
ENSG00000008735.14	0.304640269532152	0.141605526622443	0.0599545266906245	0.155690609562316	0.0174867901794552	-0.0110930784745817	0.089915046139062	0.0818444721986632	0.180728739690829	0.0825986235715065	0.232331841190762	0.0745813881264594	0.110215470695765	0.198070312703663	0.228102171551259	0.278915959114871	0.259460426720837	0.268586173220522	0.331967705318358	0.329011275254329	0.215404631103607	0.308813426905978	0.284759837819277	0.223505427401536	0.082915177360626	0.239773011739895	0.304992322717559	0.0499443345800929	0.083373919813172	0.0670680723464465	0.141329209170287	0.220486667542449	0.0870144857027903	0.30938963325873	0.314388525982918	0.171783799605737	0.0492378840017041	0.195345065314076	0.159895621252531	0.032410820279259	0.16261807909378	0.279314989259298	0.218887703058129	0.211051947022558	0.300096866060223	0.100218460669885	0.116836095024792	0.038578406447102	0.0814089662429424	0.197150167670414	0.333388208555814	0.165499098708724	0.319357408251602	0.166454253198886	-0.1696635303453	0.0794286726081082	0.206036428754403	0.157711313824389	0.277191423523555	0.166204691131119	0.226642117494945	0.38003722772914	0.39063983333038
ENSG00000009694.13	0.194628826345245	0.129764278774399	0.0998692357789292	0.172366941566655	-0.0661244331651926	0.068771877880822	0.0473274380268823	-0.031921553505421	0.117418474913464	0.0681174639235948	0.109264241656073	-0.0713531158347587	0.0237419330563722	0.167426451066613	0.193558812169052	-0.018214523039759	-0.0513856187732142	0.151702838527248	0.181322849323643	0.196644454794089	0.0748204167805115	0.137230958775432	0.16997110290869	0.0465678569754038	-0.0103028157708037	0.0328268448866645	0.231425092773088	0.203285236932963	0.0482441887709297	0.119031924630881	0.0224234364785099	0.120164140753114	0.0600392311006772	0.0835099615082198	0.0158229968753457	0.0078151317117538	0.077394740679482	0.105623363044131	0.0720390367946372	-0.0576225720638114	0.0100083879543231	0.00771483203828523	0.104924747749413	0.164484381723365	0.0729011150977929	0.13352645273343	0.0732855244217817	-0.100352308054969	-0.0897763881428013	0.203031071660012	-0.0826600723547524	0.0225882126728253	0.0734390002646975	0.0833359535550325	-0.0801247674155672	0.124358170553182	0.137678171324335	0.0890876818147209	-0.0195429623379657	0.0510701051045948	0.139799790164485	0.130661355583076	0.068077810754204
ENSG00000011083.9	0.116792461489296	-0.00379354989562372	-0.127471295391835	-0.0208271794547527	0.0262399291777693	0.0162437921937548	-0.0528429526391972	-0.0582213418966091	0.0486344980575698	0.0961102253299853	0.0199977896290118	0.227216301493535	0.0140003617359241	-0.0256981680394748	-0.0068425790172638	0.0937206037860304	0.0501684779257892	0.0273844323967892	0.0746257837116284	0.0857179990803692	0.0225290739306549	0.122652822034334	0.0830913381395287	0.0370599316513172	0.0541871811016855	0.0709051073714055	-0.00395747225234058	-0.00806762261938209	0.0269379775305501	-0.0800959952418732	0.0977847464863724	0.0824015008125674	-0.0417591857969551	0.0922229564975294	0.137921056739711	0.0962662160174722	-0.0305728879715599	0.112942393674601	0.0837716806799334	0.0959213209677488	0.00564661826257431	0.11767838373081	-0.0194565198645471	0.187539034454673	0.157768843995672	0.0613773559016302	0.0487991792414236	0.10880868908158	0.0297244626064298	0.0370034243523528	0.128560085961824	-0.00198038606800314	0.049632288116105	0.0874661214679216	-0.0873289426987143	0.0307352517395007	0.0837045572676198	0.0332179882238282	0.275095776649385	0.0548655252481264	0.0572398631794433	0.162416837965066	0.0846791690140193
ENSG00000011332.19	0.190855265379047	0.0907823920686055	-0.00349455213023748	0.152228718682086	0.103874185102995	-0.0106407473369798	0.255075613144726	0.091858076415235	0.222857177487262	0.0962915041083178	0.317312507068591	0.0848031809040752	0.260273182479856	0.262657025107294	0.249379805228836	0.357432715584996	0.336387547846748	0.231458927213441	0.307558927526993	0.298477880406483	0.355050231383091	0.337489573486983	0.190344759092587	0.0860894000708919	0.0742813738081315	0.324760386170552	0.279038244365891	-0.0900811606713803	0.152820669017828	0.0782324648302439	0.0406231703829715	0.196514520023872	0.0914270652089874	0.369511392034192	0.226107689627637	0.170697201020896	0.162192279173173	0.0588092695378633	0.039265701054702	0.0134416952141208	0.0403090671880752	0.20990601479563	0.108060817016947	0.181008714045529	0.276813354626064	0.153573674160163	0.197024647651487	0.336076075920435	0.133816191040443	0.0636358975169033	0.126310050895958	0.0671945151715635	0.22538583181588	0.12062372147283	-0.0598588855912463	0.0186901373100195	0.318503858548122	0.117666051230251	0.172823112889558	0.0407241713800095	0.395266773173452	0.337849107034179	0.351146582827257
ENSG00000015413.9	-0.0607811479623302	0.0578319309345488	-0.047927117268461	-0.0506117164171203	0.00616303394823308	0.00549826500599352	-0.051496661136388	-0.0612233147902265	-0.0971838071381746	0.0321458870812515	-0.152313540847362	0.101432905028465	-0.114990807198738	-0.171804984521505	-0.0867914586769782	-0.0115720972612729	-0.030310505907205	0.0352766224580532	-0.052804311402747	-0.0524012729284505	-0.183515806751341	0.0482776941977618	-0.0739142809788527	0.0563962177042526	0.0448016713946204	-0.0422742658508456	-0.119406510432418	-0.0538041607218796	-0.0800679611998311	-0.0519686400496206	0.0941498203986339	0.0714793286122108	-0.00678512990811621	-0.150297327571476	0.17112727765395	0.0482683894198834	-0.0127711724788664	0.119511654753881	0.100096496674587	0.0168248431421546	0.0578409726914016	0.154788726483106	-0.107626752830034	-0.0139709309233783	-0.00344534741556659	-0.0546217584609968	-0.0963894268689446	-0.093131070104085	0.10011997920523	-0.0821370270924298	0.203004930819913	0.0350181735853314	0.00459155987160133	0.0446225627804219	0.049070791076077	-0.031076822038607	-0.100628578201707	0.0422998533537622	0.340818142811665	0.0233190959213371	-0.113221217322124	0.0304224413375082	-0.0305765244261544
ENSG00000016490.16	0.0750997527409947	-0.0029053217874704	0.0225644207285007	-0.0521095620828621	-0.0385274963203689	-0.0209819972138511	-0.0343780433866416	0.0393852052699358	-0.0327124820781972	0.0240615426413603	0.0436140584399013	0.00905325080926761	0.0440678194219351	-0.00467273093400822	-0.0492244795272716	0.0572151188840879	0.0439458575364663	0.0520221927713496	0.0609475535977847	0.0634386621590937	0.0628486421155963	0.0357607242793777	0.0341225643152286	-0.0401393216057227	0.0110018712586039	0.0199530167694394	0.0529986724562218	0.0925251081080911	-0.0881501392545743	-0.0970017829318323	-0.0785692106352253	-0.00577356700482186	0.0580778821039259	0.0307374463647254	0.0403126312757098	0.0745048703482701	-0.0821626934193429	0.0313108341201983	0.00615327518346075	-0.0797609539972369	0.0395459052834679	0.00433453135067847	0.0126382689932733	0.0841238861308581	0.0080409732552787	0.0376061320557133	0.0397136470193368	-0.00553571702916975	-0.0814613419297218	0.0966075648245185	-0.00912630574150935	-0.0581797351367048	0.014859310538367	0.0169126835582043	-0.0199453451140275	0.097946111328426	-0.0146582668666886	0.0742992806234599	-0.0332251549878405	0.098321743577718	0.00971419025346137	0.0683079415543799	0.0739116922869783
ENSG00000021826.17	-0.176681259956641	0.0305457265732736	0.0836420447071981	-0.161553273942718	0.00515245670689693	-0.0272781262381713	-0.174328992211184	-0.0635508767934504	-0.187997746449053	-0.060873857934512	-0.285526362899019	-0.143208789779257	-0.397464254533578	-0.201658977886267	-0.194452580995384	-0.303674821277225	-0.276113242413484	-0.192385763371695	-0.281930943178047	-0.271151465487011	-0.306540540039961	-0.284616333123983	-0.144670743862567	-0.0673503702865945	-0.0386228917913775	-0.35829075407561	-0.275473158970753	0.0298590104288705	-0.167922885161044	-0.0914947500748342	-0.0740553117623197	-0.118505829953675	-0.12314199913206	-0.224584483540238	-0.178840830615093	-0.0655687696925227	-0.207025921494537	-0.0125399608144402	0.00423675931747743	-0.0541487182392722	-0.0747477265081491	-0.164951496957369	-0.196374347694389	-0.205889861458905	-0.147525387235722	-0.197225119093103	-0.173900656248353	-0.217836853980072	-0.064398516116029	-0.114957505490564	0.0690297535528581	-0.00887712553391812	-0.104789944014677	-0.0576771449210359	0.0761607418842735	-0.102786497146345	-0.293094048004217	-0.122351110158921	-0.118116250032722	-0.143968305172097	-0.28968454068844	-0.28778627541997	-0.308269159098216
ENSG00000021852.13	0.0572419402940472	-0.00941946236480436	-0.0089087464537943	0.0354165627982429	0.008851251654122	0.0877516764786432	0.0225778077414395	-0.00522447790318655	0.0200206674728038	0.0848331047227713	0.0753913572860134	0.0652838950948517	-0.0159067021639899	0.014482997793352	-0.00740445807601078	0.0781830213763033	0.0767345334068373	0.072860160000859	0.0744235233949658	0.0796544619281658	0.0408470457034988	0.0604089466141133	0.0526266710298326	0.0311879464576783	0.0467679606206059	0.0317256444541113	0.0874852304683918	0.0106617298845693	-0.00617440173346845	-0.0468034159159018	0.0238585228828692	0.0602182716107351	-0.0143299441172548	0.0427269072068264	0.0814443133044487	0.0527578970313768	0.00799114218820462	0.0556579299220332	0.0541542687710486	-0.00457703093783214	0.0596083036006257	0.0556345646635857	0.064183558557624	0.0552270636001526	0.0664783710706419	0.0192140695638834	-0.0176448964821438	0.119319377306382	0.0127243682323369	0.0199048915879643	0.0619445363325734	0.0225333951185208	0.0355172126631327	0.0371571072434808	-0.0528676731449946	0.0519392882342263	0.0584994942815198	0.000188168317702903	0.0847978656128149	0.0247433707177851	0.079385445608139	0.0712535367883764	0.0731004870400682
ENSG00000027001.10	0.12642049048709	0.0398379036305526	0.0407413087193447	-0.0105263868275575	-0.190800219864088	-0.0282611011971982	0.00369384187909868	0.0223964849724843	0.0241142324345634	-0.081619437726243	0.0723987750474211	0.0644514733549772	0.127065386587284	0.377422593795661	0.367004435009691	-0.0212560496380408	-0.0444357038806864	0.151081057766692	0.1395874108756	0.143187789092141	0.044067098070365	0.0357145122841988	0.12267062821295	0.0609054198325385	0.084865814470893	0.0225580922392471	0.21005244557012	0.193274186864063	0.0945871232926011	0.181244731424866	0.0713685794221272	0.109481308152851	0.057444519708333	0.0497328355295458	0.0620177270591739	-0.00474289444759509	0.129671244724246	0.0716338563985992	0.115098921447935	0.0354680592830336	0.0315694554572242	0.016699205866829	0.179761125299853	0.212236371192103	-0.0579080227472178	0.0846360133375365	-0.0209873571920795	-0.0347939160914132	-0.0569444608327525	0.240565239943171	-0.267284971717831	-0.0253500209983367	0.0530103045174253	0.146412589734172	-0.129136652273175	0.164621051795035	0.175495304486994	0.0666306648544729	-0.0771088354047084	-0.00428480042986751	0.00898060128942398	0.0183659762465818	0.030959752547737
