hsa-mir-10a	hsa-mir-1224	hsa-mir-1258	hsa-mir-1305	hsa-mir-133b	hsa-mir-135b	hsa-mir-136	hsa-mir-137	hsa-mir-143	hsa-mir-184	hsa-mir-187	hsa-mir-203b	hsa-mir-204	hsa-mir-221	hsa-mir-222	hsa-mir-23c	hsa-mir-27b	hsa-mir-296	hsa-mir-3154	hsa-mir-323a	hsa-mir-323b	hsa-mir-326	hsa-mir-3622a	hsa-mir-378c	hsa-mir-378d-1	hsa-mir-378d-2	hsa-mir-450b	hsa-mir-4770	hsa-mir-4786	hsa-mir-486-1	hsa-mir-486-2	hsa-mir-488	hsa-mir-490	hsa-mir-496	hsa-mir-508	hsa-mir-509-3	hsa-mir-541	hsa-mir-551b	hsa-mir-552	hsa-mir-585	hsa-mir-6499	hsa-mir-6510	hsa-mir-6718	hsa-mir-675	hsa-mir-6761	hsa-mir-6843	hsa-mir-760	hsa-mir-7702	hsa-mir-873	hsa-mir-876	hsa-mir-888	hsa-mir-889	hsa-mir-891a	hsa-mir-892a
ENSG00000007264.15	-0.135852642845325	-0.0139203924087134	-0.121378995433195	-0.0241025375424651	-0.212097694620237	-0.121342063073327	-0.115875957983167	-0.0795974527530535	-0.255166879991355	-0.198718161893384	-0.25330838714134	-0.141147145220376	-0.167444311901913	-0.229692609005051	-0.201528937524925	-0.274500220820688	-0.28329503989292	-0.14642591949302	-0.103781066958033	-0.136335275884645	-0.0887840980333925	-0.189239355636711	-0.142332948557921	-0.241132295797303	-0.149276087585885	-0.240219471023353	-0.167612900751263	-0.215012497518554	-0.17728622366669	-0.146920807065156	-0.158609074907336	-0.176361785827249	-0.139246425031378	-0.195478505037365	-0.146360012110079	-0.137823589513819	-0.100871471213346	-0.041913216992132	-0.151186365695315	-0.119025719163903	-0.134536913169401	-0.146810004848335	-0.146358012889164	-0.126896525180997	-0.16636019505935	-0.138819367004087	-0.202585138526394	0.00912188971109516	-0.230177842308542	-0.0958660210442061	-0.107540280494781	-0.214194466508534	-0.0622390870437882	-0.138354094534334
ENSG00000007516.14	-0.0805191865704689	-0.0774557493574964	-0.195615680806063	-0.0881166298850923	-0.280202052875651	-0.0787270881753433	-0.0732358128509184	0.006142084546972	-0.326111284536924	-0.207290131251793	-0.301648881397799	-0.195490138999625	-0.0891808762201272	-0.300639419879353	-0.277538007780025	-0.327345234386201	-0.283534651899392	-0.151590413738685	-0.0947610831189577	-0.126199994856464	-0.0699086741395248	-0.207108500214915	-0.152270386046688	-0.210800886724846	-0.14555555792655	-0.144113669014451	-0.194467456482092	-0.241150697955868	-0.235357214186459	-0.0842547567103211	-0.113923477433777	-0.185684508339479	-0.181147540849377	-0.217545293911028	-0.156678347716297	-0.106803186850704	-0.128974170033449	-0.0634317676982663	-0.0553660898147279	-0.136816798713133	-0.143393066819291	-0.152470503641833	-0.209936354507971	-0.178559227712967	-0.282102117473847	-0.142340986114856	-0.174576785925865	-0.0718083412170853	-0.304845622093449	-0.149901052528902	-0.0945380999493546	-0.225090031331129	-0.0688460415262571	-0.0742856926875554
ENSG00000008300.17	0.0424071687595529	0.056019622923298	-0.247009994700491	-0.0558985209408322	-0.441511186220983	-0.0189488742984892	-0.105543328245771	0.138131455904459	-0.29008168902693	-0.326718527006348	-0.306560145117795	-0.178710330597306	-0.265760778693811	-0.429095226959457	-0.407373880847497	-0.224971196070961	-0.267766198475306	-0.156845733282555	-0.0887876805758857	-0.0632509662694409	-0.00668065897612513	-0.214957451275715	-0.131450421762706	-0.335870260088406	-0.227206608619778	-0.285456935007982	-0.209779801232872	-0.13228549643906	-0.234358027693537	-0.0859446557517054	-0.0974773143358784	-0.16759198689138	-0.157930814032397	-0.182636503852557	-0.122157717886072	-0.125968113003571	-0.00890845211749042	-0.0526345150160716	-0.0473506443314451	-0.0748626210991322	-0.153827380296439	-0.265928838510448	-0.162623471567264	-0.195783084132975	-0.301682199762323	-0.147286583223874	-0.158906850016645	0.0660554579430003	-0.312365751363416	-0.194981537030296	-0.0514282710004096	-0.169730324197378	-0.16703512954499	-0.102627217018219
ENSG00000008735.14	-0.00306646491423225	0.0502550540810018	-0.351007239642557	-0.0562235357393798	-0.413837893350921	-0.0815844847957747	-0.137977576953846	0.071321461111814	-0.358449280095717	-0.308338229683667	-0.235622018785626	-0.17809324578746	-0.273671475021907	-0.388231900379157	-0.350329670682246	-0.260206103597069	-0.303029050148401	-0.197031587091651	-0.19633618631117	-0.0384293109105986	-0.0868749571421072	-0.282857852674263	-0.174928263131626	-0.34844325479441	-0.253045865404006	-0.264327573333422	-0.112764574932603	-0.202751186440987	-0.179427806813912	-0.172136944605656	-0.137086797808666	-0.117974233104256	-0.19117020534405	-0.27725757322625	-0.111812036867469	-0.0973679660914909	-0.0953584824309208	-0.120258536653823	-0.108449769368135	-0.0905456191393761	-0.175763871158426	-0.225700917969787	-0.216325782579184	-0.149113699573126	-0.309974439070429	-0.162701482613528	-0.16583198811262	0.0305884295265939	-0.286820923353721	-0.150417984585597	-0.0390867997234615	-0.255971687573653	-0.13737513270614	-0.132615400681527
ENSG00000009694.13	-0.0962616078928166	-0.0686758864857864	-0.0261828484092809	-0.0792748275700421	-0.0679058725800719	-0.0501934720077264	-0.0193724046741988	-0.0627442501415071	-0.155633029618188	0.00354479825934643	0.049736535115221	-0.0111372018375189	-0.0497422420873166	-0.00922535392538208	0.00410264465007131	-0.14940927897308	-0.157294563148155	-0.0474210919017968	0.0405381639810312	-0.0216515467504596	-0.0158357335632179	-0.137577260639917	0.00198331994685949	-0.0459600766729253	-0.0572997038888939	-0.0483088565359099	0.0178827413509436	-0.166865471559272	-0.0238938344124053	-0.0824842821159388	-0.0431579433239581	-0.0518708795873595	0.0266788139001866	-0.12600835388326	0.0934158664430264	0.0723493610632919	-0.0530483205014627	0.0782928238365192	0.0384938112306865	-0.0636694513510635	-0.0188920311206169	0.0652223412191217	-0.123514736260162	-0.0130768183810039	-0.0178699251028524	-0.0379724350274201	-0.0180222308440608	-0.0870121678005944	-0.077131167754196	-0.0914207377220275	-0.0422946537311363	-0.124059006972301	-0.0771440298364989	-0.112687984490954
ENSG00000011083.9	0.0677600188089155	-0.0361407833547098	-0.0684613925712949	-0.0614376981524328	-0.135348969297869	0.0744898267675239	-0.0792149067738681	0.0734061663585845	-0.145053276471102	-0.0791662600058891	-0.0700776815679734	0.0261449215801109	0.0229998863743002	-0.0575995907830082	-0.0464934419405197	-0.216368021201854	-0.0529333033385958	-0.0948065911273889	-0.00464498242447619	-0.0366349299006397	-0.0457724542779483	-0.145216626757303	-0.0584178001953226	-0.140744176003316	-0.11131827432005	-0.0980003241581935	-0.149213570364926	-0.100120525881751	-0.0931196797605904	-0.0751134552928005	-0.0731848577296439	-0.104445551925268	-0.0504699266865688	-0.0808872919280316	0.0831883553825417	0.00119380117446611	0.0201634427702759	-0.043454222427472	-0.0116680139914767	-0.0673025685422175	-0.0033480190223191	-0.00953085513280209	-0.0635327630532117	-0.106911553996512	-0.163956857395128	-0.0503033571170859	-0.0860510077210699	0.0500709341691635	-0.10292884312346	-0.0740069695006681	-0.0627722354632067	-0.102536140743501	-0.0187404462927889	-0.0879123808712354
ENSG00000011332.19	-0.0599989630910736	0.03754557131613	-0.283955430131502	-0.0620158856134679	-0.286661150096881	-0.124982776710503	-0.241338073363421	-0.0827467215731997	-0.285240228537061	-0.259086984272872	-0.267059371370309	-0.20342062418037	-0.227780379772634	-0.312509839514645	-0.305959885625008	-0.183253967571786	-0.365979557726988	-0.150938879009149	-0.132742068868409	-0.109437657636736	-0.0697888205471653	-0.151548727498132	-0.135414737884902	-0.251774029398191	-0.285711546007222	-0.225450681823089	-0.122850446596383	-0.197343577718465	-0.116085412295874	-0.047700654455788	-0.0752085648968994	-0.204651942082576	-0.220209811111083	-0.250599537406937	-0.151539233215603	-0.160550616465395	-0.101223044654044	-0.0848549548093278	-0.120673599476365	-0.0785719557140931	-0.156348470707341	-0.168798256692455	-0.0655548139672449	-0.193150760558834	-0.234680068375361	-0.122207848320645	-0.142956328828921	0.0228880447278061	-0.274713093351982	-0.214568453067192	-0.0336482647880479	-0.268008435567668	-0.000555656652334187	-0.0949695764517395
ENSG00000015413.9	0.225020310681674	0.125293069611875	-0.188300521927298	0.093200885589066	-0.0915856324358564	0.105254030441793	0.0817833392020853	0.179793707129319	0.0185658758016793	-0.110786234672367	-0.057429749129669	-0.0441999927505997	0.0662377361574915	-0.116766816252744	-0.13369756780815	-0.0201242512775317	0.102930936397648	-0.0515928616010819	-0.0321932607560935	0.127296503426952	0.12592954156985	-0.0789265108854554	0.000130326487067171	-0.120922626393897	-0.0372111601224995	-0.0380332798493619	-0.0425432741612635	-0.0399890206601792	-0.0841419211402751	0.000868497960714847	0.000424039936318794	0.0968248407461464	-0.0169059914136772	0.125367926341028	-0.032184331508137	-0.0223883511293732	0.142755865002783	-0.0128745603767658	0.0595356256650961	0.0183906225278401	-0.00172748555690593	-0.204112377750022	-0.000610359405687057	0.0267654068996325	-0.166621044920713	0.0446519265948503	-0.0232563528338074	0.101640646837907	-0.00466021269639339	0.00724697555996589	0.0223124480411074	0.159454110856695	-0.108512664106184	0.0465462953041327
ENSG00000016490.16	0.0226516087384795	0.042585908266598	-0.0248492455349503	0.0352780172403014	-0.100492067703164	0.0426602649502557	-0.0345147776981623	0.00589002622435977	-0.112765575721695	0.0164058182636332	0.0471835725305493	0.0149405422878958	-0.00948312504604154	-0.0221027366649187	-0.0241129719165451	-0.0499840718713215	-0.0537494485517597	-0.0518815014000027	0.0253915152665909	-0.0459389875370373	-0.0711456980217338	-0.0731409380971963	-0.0706275951807497	-0.0614210167857626	-0.00278157403740548	0.0124489800649203	0.0320449405450408	-0.0417406433902778	-0.0345217830562539	0.02994404027491	0.0431969993547814	0.0711372180192554	0.0227589188398783	-0.037071706605674	0.00129096662175084	0.0283270918375718	0.0160507341550048	0.00732321816219264	0.0337652656442123	-0.0409682813635816	0.0955126612258103	-0.0407105955998887	-0.0322328472459697	0.0211634280770304	-0.0834671158656386	-0.036679059398155	0.0220618614331981	0.0312720607998385	-0.0024381221052729	0.0371093228545867	0.092190127592296	-0.040030000516103	-0.008115195394646	-0.00810724543266836
ENSG00000021826.17	0.0688907852703806	0.143159731206866	-0.0277867707832807	0.124436224366555	0.163435161394668	0.148704504806241	0.100699898941485	0.156745830252765	0.213473588755649	0.147714476308589	0.118292532287085	0.211657936222086	0.128307562646399	0.191652197703677	0.191263247477712	0.143453143852265	0.282233848922078	0.103950611600728	0.0586363270793805	0.119196419202025	0.0675228237174217	0.170722178021435	0.174301225766793	0.125985163743743	0.163375421424269	0.131087252614292	0.111610266331735	0.1661341845626	0.113398141500096	0.0893246725916314	0.0965687429418915	0.0813701834018086	0.141959054379077	0.148182736719492	0.154532425594602	0.0871064195357946	-0.0454610792181686	0.0756599327853752	0.0363360292217363	0.131037520796129	0.198401564370696	0.205361523305089	0.0763615214633887	0.0174829254289818	0.0961558350777722	0.164522948853886	0.155742288208897	0.0150160861266142	0.128669365878967	0.0508609419422815	0.0940384007511613	0.146103530324883	0.149044615152953	0.129153275006949
ENSG00000021852.13	0.0217323826116375	0.0368657800595955	-0.110496576633004	-0.0553672175343418	-0.0942492733630478	0.0226754724079969	-0.0592723437348569	-0.0425264328634595	-0.0525762653586876	-0.10961296613832	-0.0994306481753457	0.032487588213178	-0.0420217903740904	-0.0975245099883172	-0.0927240448877082	-0.0427901753283551	-0.0633903070471498	-0.028967446358203	-0.000211174338242899	0.0392206253188939	-0.0183008527768276	-0.0643266656004121	-0.125443948592671	0.0144118589790958	-0.108726875258062	-0.0673346521017025	-0.0210804842665166	-0.0427567969315793	-0.072432357381562	-0.0547604736040849	-0.0579745102155318	-0.121092475495099	-0.0491371380606955	-0.134771337321429	-0.0017578346183754	-0.0084715073621344	-0.0778615606360773	-0.023354416865747	-0.0435032220942749	-0.0534940222943767	-0.0621781655857301	-0.0588606551747613	-0.0153512190952662	-0.0903629411575655	-0.0990071402376037	-0.0751485007690325	-0.0684482750625227	0.0653536605529387	-0.128286894602886	-0.139311632585878	-0.0432652847809631	-0.0955027700222355	-0.0600101940866386	-0.0413526204837765
ENSG00000027001.10	-0.113186776246502	-0.111089517309978	-0.00648207858256714	0.0578340868635957	0.0568943656610741	-0.126701673654208	0.00807804555355296	-0.228570467132422	-0.122682586937558	0.101206015443799	0.00658505436361219	-0.13308449015341	-0.0194702620426362	0.0305938447423577	-0.00670322973796466	-0.159321968943674	-0.139593754833166	0.024980093944488	-0.023244169702319	-0.0273322349119232	-0.0394198063199498	-0.0231080982837777	0.033547032343184	-0.0239904411872476	0.0319675364860965	-0.0115391870430082	0.122972877685508	-0.136897985781452	-0.00848874217015937	0.13734172281616	0.120951488631519	0.0492160829998091	0.0466513921804786	-0.0336217460467059	-0.0154573771858127	-0.00681139134989802	-0.00266028523349174	0.0767598234804694	-0.0437466863885624	-0.0407973225040906	-0.105256888272513	-0.124005987252246	-0.0971020118738005	0.108143760233521	0.0944299695647181	-0.0954148350176274	-0.0598269432496919	-0.0430559462051279	0.0466958826603821	-0.00870184541731001	-0.07305720812606	-0.0299070201869834	-0.117690558272278	-0.122651227296799
ENSG00000029559.7	-0.0251107454656927	0.0648777986574688	-0.0811103203812005	-0.0544649324031348	-0.145950418965345	-0.0819731053184613	-0.0708898416625642	0.0204195248785448	-0.0787020156458687	-0.0693047993672749	-0.0340252599703118	-0.0861301088751376	-0.159187641676991	-0.153458242673569	-0.140776279033092	0.00170097101080556	-0.0993410543304061	-0.108471672594844	0.0080255831730638	0.00344054090704924	-0.0355952527401146	0.0968150575509333	-0.0869774033953312	-0.164518049209957	-0.0775605485871802	-0.174333653743598	0.0184501556759768	-0.0655840005684915	-0.05609755941623	0.0121998555310282	0.0398645809528012	-0.103965191187217	-0.0542551346001491	-0.0442315733606634	-0.0398152519919711	-0.0400305012397076	0.0822781491637556	-0.0145430272490898	-0.0268795437559783	0.0817959513506846	-0.0442533225789033	-0.112002042556177	0.0470794983327237	-0.0203381206850936	-0.0702488815548206	-0.0648685512188741	-0.0129027467792296	0.00858534319861861	-0.089907892055872	-0.021253765107619	-0.0548350980421686	-0.0207499662141452	-0.118766542430583	-0.0532230134835102
ENSG00000033122.21	-0.011736467335874	0.0378658080750607	-0.0924310908400929	-0.187159793615407	-0.227874680723906	-0.140337500729381	-0.194226021499308	0.108828017722806	-0.118072936115545	-0.210327474890875	-0.237049779559435	-0.0981918591966613	-0.261288288609526	-0.262601998259131	-0.248721200346774	-0.0612823102403602	-0.219797931096891	-0.10548698170531	-0.0385531386175076	-0.144863930421275	-0.0961037568575284	-0.0320644004980566	-0.13828604331015	-0.15606558543754	-0.156052059067994	-0.135996844409241	-0.198750429948963	-0.0837636389868538	-0.059066965367889	-0.145430487470429	-0.160273087685088	-0.231840386382359	-0.088535966619588	-0.149810610403268	-0.102217880702279	-0.0705471565323245	-0.0853938470269526	-0.0895911938716684	-0.0849020363363682	-0.0508312168378052	-0.0607978541088476	0.0296487171900975	-0.00845314655245742	-0.26903061374362	-0.141193660324749	-0.0745777057666598	-0.0625775592465649	0.026780767864399	-0.276212075393166	-0.248150756655516	-0.0503103375829543	-0.176659967593315	0.101673208362592	-0.0301528030676273
ENSG00000034053.14	-0.118330996642296	0.0381996376172842	-0.117181591969357	-0.033214762668366	-0.349190263030709	-0.238516230508287	-0.0340247590809195	0.0465623255491563	-0.250296835232911	-0.230538293576785	-0.230597073806878	-0.3264626120427	-0.188309807094834	-0.324076842972539	-0.316104602964145	-0.255629489710282	-0.239434375660145	-0.130188763591442	-0.128732812805649	-0.0755669164418189	-0.0216451055368815	-0.145215839774088	-0.213499022843423	-0.322228199153891	-0.193224525793672	-0.236556730388142	-0.0978946300732611	-0.170684040796617	-0.195820479832638	-0.195064226007645	-0.196260608901798	-0.179717577859301	-0.0737798023268086	-0.186889473338118	-0.251792984097715	-0.210889641401465	-0.0971794880972617	-0.066273266613632	-0.053566371058237	-0.0536544685249241	-0.220737010712385	-0.31817596312253	-0.0609171029412826	-0.0433200236483348	-0.281586818425067	-0.190567828420843	-0.0974865491631956	-0.0050886824922729	-0.213358385179367	-0.0964490107235769	-0.0931172848582724	-0.134721230826938	-0.16430497402486	-0.135789791365625
